nba_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
1642280,Trentyn Flowers,2026,CHI,SF,2.775,-0.227,-0.077,-0.15,0.008,Low Minute,Point of Attack
1642281,Jaylon Tyson,2026,CLE,SG,26.928,0.604,0.804,-0.2,3.414,Movement Shooter,Chaser
1642282,Hunter Sallis,2026,PHI,SG,3.667,-1.201,-0.442,-0.758,0.02,Low Minute,Chaser
1642285,Cam Spencer,2026,MEM,SG,23.809,-0.256,0.99,-1.246,2.367,Primary Ball Handler,Low Activity
1642345,Oso Ighodaro,2026,PHO,PF,22.05,0.201,-1.308,1.509,3.015,Roll + Cut Big,Mobile Big
1642346,Ryan Dunn,2026,PHO,SF,19.355,-0.102,-0.711,0.609,2.002,Stationary Shooter,Helper
1642347,Jamal Shead,2026,TOR,PG,22.586,0.156,-0.117,0.273,3.037,Primary Ball Handler,Point of Attack
1642348,Justin Edwards,2026,PHI,SF,15.263,-1.759,-1.042,-0.717,0.431,Movement Shooter,Chaser
1642349,Ajay Mitchell,2026,OKC,SG,25.835,2.391,0.881,1.51,4.465,Primary Ball Handler,Point of Attack
1642352,Keshad Johnson,2026,MIA,SF,8.734,-0.599,-0.495,-0.104,0.326,Shot Creator,Low Activity
1642353,Cam Christie,2026,LAC,SG,8.722,-1.504,-1.415,-0.089,0.288,Movement Shooter,Point of Attack
1642354,Kj Simpson,2026,CHO/DEN,PG,12.878,-1.135,-0.716,-0.418,0.214,Secondary Ball Handler,Point of Attack
1642355,Bronny James,2026,LAL,SG,8.94,-2.996,-2.045,-0.951,-0.12,Secondary Ball Handler,Point of Attack
1642357,David Jones Garcia,2026,SAS,SF,6.179,-0.495,-0.234,-0.261,0.084,Low Minute,Point of Attack
1642358,Aj Johnson,2026,WAS/DAL,SG,9.445,-1.183,-0.708,-0.475,0.363,Shot Creator,Chaser
1642359,Pacome Dadiet,2026,NYK,SG,4.68,-1.096,-0.956,-0.14,0.116,Movement Shooter,Helper
1642362,Payton Sandfort,2026,OKC,SF,15.833,-0.885,-0.001,-0.884,0.062,Low Minute,Helper
1642363,Nique Clifford,2026,SAC,SG,25.091,-1.112,-1.533,0.421,1.59,Movement Shooter,Chaser
1642364,Jamir Watkins,2026,WAS,SG,20.641,-1.392,-1.525,0.134,0.692,Movement Shooter,Point of Attack
1642366,Quinten Post,2026,GSW,PF,17.298,-0.592,-0.653,0.06,1.356,Stretch Big,Mobile Big
1642367,Jonathan Mogbo,2026,TOR,PF,6.22,-2.094,-2.287,0.193,0.058,Roll + Cut Big,Helper
1642368,N'Faly Dante,2026,ATL,C,3.854,-0.75,-0.344,-0.406,0.017,Low Minute,Helper
1642377,Jaylen Wells,2026,MEM,SG,26.383,-0.599,-0.44,-0.159,2.122,Movement Shooter,Point of Attack
1642380,Adama Bal,2026,MEM,SG,30.162,-2.963,-1.854,-1.109,-0.072,Movement Shooter,Helper
1642382,Branden Carlson,2026,OKC,C,11.621,-0.321,-0.45,0.13,0.654,Stretch Big,Anchor Big
1642383,Walter Clayton Jr.,2026,UTA/MEM,PG,20.442,-2.68,-1.173,-1.507,-0.178,Primary Ball Handler,Point of Attack
1642384,Isaiah Crawford,2026,HOU,SF,6.579,-1.538,-0.974,-0.564,0.053,Low Minute,Helper
1642389,Zyon Pullin,2026,MIN,SG,8.517,-1.11,-0.119,-0.992,0.036,Low Minute,Point of Attack
1642396,Blake Hinson,2026,UTA,SF,20.388,-0.959,-0.057,-0.902,0.268,Movement Shooter,Low Activity
1642400,Tristan Enaruna,2026,CLE,SF,9.459,-0.596,-0.366,-0.229,0.099,Low Minute,Point of Attack
1642402,Enrique Freeman,2026,MIN,PF,9.3,-0.771,0.003,-0.775,0.039,Low Minute,Mobile Big
1642403,Isaac Jones,2026,SAC/DET,PF,5.098,-0.81,-0.418,-0.392,0.037,Low Minute,Mobile Big
1642404,Chaz Lanier,2026,DET,SG,7.704,-2.343,-0.716,-1.626,0.021,Off Screen Shooter,Low Activity
1642419,Jamison Battle,2026,TOR,SF,8.47,-3.212,-1.763,-1.45,-0.233,Stationary Shooter,Low Activity
1642434,Riley Minix,2026,SAS/CLE,SF,6.454,-0.531,-0.171,-0.36,0.07,Low Minute,Helper
1642443,Jahmir Young,2026,MIA,PG,4.156,-0.96,-0.481,-0.479,0.055,Low Minute,Point of Attack
1642449,Tolu Smith,2026,DET,PF,9.161,-1.397,-1.029,-0.369,0.092,Roll + Cut Big,Mobile Big
1642450,Daniss Jenkins,2026,DET,PG,20.21,0.182,0.05,0.132,2.41,Primary Ball Handler,Point of Attack
1642461,Spencer Jones,2026,DEN,SF,22.135,-2.302,-2.526,0.224,0.15,Stationary Shooter,Wing Stopper
1642468,Darius Brown,2026,CLE,SG,2.667,-0.496,-0.128,-0.367,0.003,Low Minute,Point of Attack
1642484,Rayj Dennis,2026,IND/LAC/ATL,PG,12.129,-1.403,-0.631,-0.772,0.137,Secondary Ball Handler,Point of Attack
1642490,Josh Oduro,2026,NOP,PF,27.256,-0.539,-0.057,-0.483,0.098,Low Minute,Helper
1642502,Malevy Leons,2026,GSW,SF,11.056,-1.273,-1.041,-0.232,0.206,Athletic Finisher,Helper
1642504,Cormac Ryan,2026,MIL,SG,24.605,-0.732,-0.165,-0.567,0.293,Movement Shooter,Point of Attack
1642530,Yuki Kawamura,2026,CHI,PG,11.609,-0.414,-0.242,-0.172,0.268,Secondary Ball Handler,Point of Attack
1642843,Cooper Flagg,2026,DAL,SF,33.482,-0.155,-0.178,0.023,3.386,Shot Creator,Helper
1642844,Dylan Harper,2026,SAS,SG,22.577,0.947,0.479,0.467,3.326,Shot Creator,Point of Attack
1642845,Vj Edgecombe,2026,PHI,SG,34.975,0.001,-0.079,0.08,4.046,Primary Ball Handler,Point of Attack
1642846,Ace Bailey,2026,UTA,SF,27.605,-2.455,-0.915,-1.539,0.024,Movement Shooter,Helper
1642847,Jeremiah Fears,2026,NOP,PG,25.753,-1.468,-0.057,-1.411,1.314,Primary Ball Handler,Point of Attack
1642848,Tre Johnson,2026,WAS,SG,24.044,-4.404,-2.207,-2.197,-1.674,Secondary Ball Handler,Chaser
1642849,Nolan Traore,2026,BRK,PG,22.202,-3.395,-2.245,-1.151,-0.697,Primary Ball Handler,Point of Attack
1642851,Kon Knueppel,2026,CHO,SF,31.488,0.631,0.753,-0.122,4.942,Movement Shooter,Chaser
1642852,Derik Queen,2026,NOP,C,24.978,-0.512,-0.47,-0.042,2.469,Shot Creator,Mobile Big
1642853,Rasheer Fleming,2026,PHO,PF,12.242,-1.284,-0.925,-0.359,0.496,Stationary Shooter,Helper
1642854,Asa Newell,2026,ATL,PF,11.36,-1.204,-0.693,-0.511,0.393,Stationary Shooter,Helper
1642855,Noa Essengue,2026,CHI,PF,3.017,-0.372,-0.19,-0.182,0.008,Low Minute,Helper
1642856,Egor Demin,2026,BRK,PG,25.156,-0.892,-1.018,0.126,1.285,Primary Ball Handler,Chaser
1642857,Kasparas Jakucionis,2026,MIA,PG,17.822,-0.759,-0.924,0.165,1.006,Shot Creator,Chaser
1642859,Jase Richardson,2026,ORL,SG,10.864,-2.163,-0.889,-1.273,0.112,Secondary Ball Handler,Point of Attack
1642860,Will Riley,2026,WAS,SF,22.06,-4.031,-1.446,-2.585,-1.535,Secondary Ball Handler,Low Activity
1642862,Liam Mcneeley,2026,CHO,SF,11.852,-0.398,-0.664,0.267,0.475,Movement Shooter,Low Activity
1642863,Khaman Maluach,2026,PHO,C,8.934,-0.593,-2.32,1.727,0.481,Roll + Cut Big,Mobile Big
1642864,Hugo Gonzalez,2026,BOS,SF,14.644,-0.132,-1.981,1.849,1.581,Stationary Shooter,Wing Stopper
1642866,Joan Beringer,2026,MIN,PF,7.853,-0.725,-0.3,-0.425,0.341,Roll + Cut Big,Mobile Big
1642867,Collin Murray-Boyles,2026,TOR,PF,21.849,0.617,-0.586,1.202,2.402,Roll + Cut Big,Mobile Big
1642868,Carter Bryant,2026,SAS,PF,11.517,-1.235,-1.269,0.033,0.628,Stationary Shooter,Helper
1642869,Noah Penda,2026,ORL,SF,12.832,-0.747,-0.832,0.085,0.812,Stationary Shooter,Helper
1642873,Amari Williams,2026,BOS,PF,6.62,-1.664,-2.061,0.396,0.073,Athletic Finisher,Anchor Big
1642874,Danny Wolf,2026,BRK,PF,20.825,-0.757,-1.496,0.739,1.267,Movement Shooter,Helper
1642875,Maxime Raynaud,2026,SAC,C,26.537,-2.333,-1.417,-0.916,0.17,Roll + Cut Big,Mobile Big
1642876,Adou Thiero,2026,LAL,SF,5.956,-1.304,-0.87,-0.434,0.108,Athletic Finisher,Helper
1642877,Micah Peavy,2026,NOP,SG,14.963,-1.327,-0.935,-0.392,0.648,Movement Shooter,Point of Attack
1642878,Tyrese Proctor,2026,CLE,PG,10.901,-0.665,0.477,-1.142,0.613,Secondary Ball Handler,Chaser
1642879,Ben Saraf,2026,BRK,SG,20.825,-3.575,-3.016,-0.559,-0.613,Slasher,Chaser
1642880,Kam Jones,2026,IND,SG,16.655,-3.597,-2.196,-1.4,-0.42,Primary Ball Handler,Point of Attack
1642882,Julian Reese,2026,WAS,PF,30.885,-1.946,-1.501,-0.445,0.131,Roll + Cut Big,Anchor Big
1642883,Sion James,2026,CHO,SG,22.474,-0.276,-1.385,1.109,2.522,Movement Shooter,Point of Attack
1642884,Vladislav Goldin,2026,MIA,C,2.661,-0.726,-0.553,-0.172,0.026,Low Minute,Helper
1642885,Mohamed Diawara,2026,NYK,SF,9.188,-2.059,-1.862,-0.197,0.162,Stationary Shooter,Helper
1642886,Koby Brea,2026,PHO,SG,6.989,-0.733,-0.276,-0.457,0.091,Low Minute,Chaser
1642905,Yang Hansen,2026,POR,C,6.972,-2.233,-1.958,-0.275,0.044,Post Scorer,Helper
1642907,Cedric Coward,2026,MEM,SG,25.771,-1.173,-0.573,-0.601,1.288,Movement Shooter,Wing Stopper
1642910,John Tonje,2026,BOS,SG,6.981,-1.028,-0.579,-0.449,0.038,Low Minute,Point of Attack
1642911,Rocco Zikarsky,2026,MIN,C,7.297,-0.99,-0.143,-0.848,0.034,Low Minute,Anchor Big
1642914,Javon Small,2026,MEM,PG,20.241,-0.414,0.228,-0.643,1.064,Primary Ball Handler,Point of Attack
1642917,Max Shulga,2026,BOS,SG,3.294,-0.829,-0.507,-0.322,0.037,Low Minute,Point of Attack
1642918,Alijah Martin,2026,TOR,SG,6.33,-1.058,-0.638,-0.42,0.128,Movement Shooter,Point of Attack
1642920,Kobe Sanders,2026,LAC,SG,19.895,-1.802,-1.048,-0.753,0.561,Movement Shooter,Chaser
1642928,Dylan Cardwell,2026,SAC,C,20.601,1.285,-1.375,2.66,2.127,Roll + Cut Big,Mobile Big
1642933,Keshon Gilbert,2026,WAS/ATL,SG,18.446,-1.002,-0.548,-0.454,0.067,Low Minute,Point of Attack
1642935,Chucky Hepburn,2026,TOR,PG,6.617,-1.075,-0.362,-0.713,0.011,Low Minute,Point of Attack
1642938,Curtis Jones,2026,DEN,SG,8.772,-0.965,-0.276,-0.689,0.082,Low Minute,Point of Attack
1642939,Miles Kelly,2026,DAL,PG,9.55,-1.071,-0.828,-0.243,0.116,Movement Shooter,Chaser
1642942,Jahmai Mashack,2026,MEM,SG,21.713,-3.693,-2.933,-0.76,-0.498,Athletic Finisher,Helper
1642948,Ryan Nembhard,2026,DAL,PG,19.513,-3.215,-1.958,-1.257,-0.529,Primary Ball Handler,Point of Attack
1642949,Yanic Konan Niederhauser,2026,LAC,C,10.333,-0.349,-1.585,1.236,0.56,Roll + Cut Big,Mobile Big
1642950,Lachlan Olbrich,2026,CHI,C,9.302,-0.32,-0.587,0.267,0.461,Roll + Cut Big,Mobile Big
1642951,Sean Pedulla,2026,LAC,PG,4.429,-0.533,-0.004,-0.529,0.037,Low Minute,Chaser
1642954,Will Richard,2026,GSW,SG,19.951,-0.731,-1.527,0.796,1.491,Movement Shooter,Point of Attack
1642955,Kadary Richmond,2026,WAS,SG,22.267,-0.294,-0.388,0.094,0.091,Low Minute,Helper
1642959,Chris Youngblood,2026,OKC/POR,SG,5.442,-1.687,-0.754,-0.933,0.09,Movement Shooter,Low Activity
1642962,Drake Powell,2026,BRK,SG,20.943,-4.799,-3.352,-1.447,-1.834,Movement Shooter,Chaser
1642964,Brooks Barnhizer,2026,OKC,SG,8.695,-2.616,-2.504,-0.112,-0.03,Stationary Shooter,Helper
1642967,John Poulakidas,2026,DAL,SG,19.494,-1.258,-0.496,-0.762,0.191,Off Screen Shooter,Chaser
1643007,Taelon Peter,2026,IND,SG,12.952,-2.336,-1.821,-0.515,0.042,Movement Shooter,Chaser
1643016,Bez Mbeng,2026,UTA,SG,32.812,-2.646,-2.619,-0.027,-0.052,Athletic Finisher,Point of Attack
1643018,Lj Cryer,2026,GSW,PG,16.227,-1.247,-0.1,-1.146,0.222,Off Screen Shooter,Chaser
1643024,Chris Manon,2026,LAL,SG,5.12,-0.704,-0.152,-0.552,0.051,Low Minute,Point of Attack
1643047,Cj Huntley,2026,PHO,SF,10.1,-0.497,-0.17,-0.327,0.05,Low Minute,Mobile Big
1643052,Chaney Johnson,2026,BRK,SF,20.445,-0.915,-1.531,0.616,0.336,Athletic Finisher,Mobile Big
1643060,Hayden Gray,2026,UTA,PG,24.75,-0.449,-0.318,-0.13,0.031,Low Minute,Point of Attack
1643133,Lawson Lovering,2026,MEM,C,24.625,-0.661,-0.638,-0.023,0.056,Low Minute,Anchor Big
1643141,Jahmyl Telfort,2026,LAC,PF,4.004,-0.701,-0.187,-0.514,0.035,Low Minute,Helper
1643158,Andersson Garcia,2026,UTA,SF,33.75,-1.167,-1.35,0.184,0.137,Stationary Shooter,Helper
1643253,Toby Okani,2026,MEM,SG,36.181,-2.549,-1.395,-1.154,-0.01,Stationary Shooter,Helper
1643257,Jayson Kent,2026,POR,SF,4.493,-0.284,-0.14,-0.144,0.031,Low Minute,Chaser
